No,Year,ODV,ONC,ODD,Order,ID,YID,Species,Species_en,Species_sci,Peri_cm,DBH_cm,Ht_m,Hdc_m,E_m,W_m,S_m,N_m,Quality,Long,Lat,Ghi_chu,Note,Hreg_m,AGB_Hreg,AGB_Ho,AGB_kg
1,2020,83,3,1,1,83_3_1_1,2020_83_3_1_1,Kén,Ken,Khongbiet,161.5,51.43312102,30,0,0,0,0,0,A,105.1186577,20.9581293,0,0,17.01731889,1292.954143,1830.403372,1830.403372
2,2020,83,3,1,2,83_3_1_2,2020_83_3_1_2,Thị,Thi,Ebennaceae,189,60.1910828,32,0,0,0,0,0,A,105.1186776,20.95812857,0,0,17.90425285,1860.070383,2655.518808,2655.518808
3,2020,83,3,1,3,83_3_1_3,2020_83_3_1_3,Thị,Thi,Ebennaceae,82,26.11464968,22,0,0,0,0,0,B,105.1186572,20.95810165,0,0,13.31842026,265.3481115,360.9552702,360.9552702
4,2020,83,3,1,4,83_3_1_4,2020_83_3_1_4,Thị,Thi,Ebennaceae,98,31.21019108,19,0,0,0,0,0,A,105.118767,20.95814838,0,0,14.27080978,403.5690558,480.9824655,480.9824655
5,2020,83,3,1,5,83_3_1_5,2020_83_3_1_5,Vàng anh,Vang anh,Saraca dives,23,7.324840764,7,0,0,0,0,0,B,105.1187744,20.95814811,0,0,7.015403741,12.17804084,12.16163997,12.16163997
6,2020,83,3,1,6,83_3_1_6,2020_83_3_1_6,Côm tầng,Com tang,Elaeocarpus griffithii (Wight.) A. Gray,63,20.06369427,18.5,0,0,0,0,0,A,105.1187869,20.95814521,0,0,11.93849046,142.1031117,185.8783836,185.8783836
7,2020,83,3,1,7,83_3_1_7,2020_83_3_1_7,Thừng mực,Thung muc,Wrightia tomentosa,106,33.75796178,18,0,0,0,0,0,B,105.1187796,20.95811693,0,0,14.69482462,485.0492624,549.2940862,549.2940862
8,2020,83,3,1,8,83_3_1_8,2020_83_3_1_8,Thị,Thi,Ebennaceae,73,23.24840764,18.5,0,0,0,0,0,A,105.1187978,20.95809767,0,0,12.70550231,201.6011885,253.8275032,253.8275032
9,2020,83,3,1,10,83_3_1_10,2020_83_3_1_10,Chò chỉ,Cho chi,Parashorea chinensis,61,19.42675159,14,0,0,0,0,0,A,105.1188182,20.95809883,0,0,11.7720085,131.5935262,146.3481175,146.3481175
10,2020,83,3,1,11,83_3_1_11,2020_83_3_1_11,Chìa vôi,Chia voi,Cissus modeccoides,50.5,16.08280255,10,0,0,0,0,0,A,105.1188341,20.95811499,0,0,10.80815094,83.75178986,79.85481595,79.85481595
11,2020,83,3,1,12,83_3_1_12,2020_83_3_1_12,Vàng anh,Vang anh,Saraca dives,97,30.89171975,12.5,0,0,0,0,0,B,105.1188317,20.95813008,Same stump with 13,Same stump with 13,14.21560116,393.9723408,364.1001847,364.1001847
12,2020,83,3,1,13,83_3_1_13,2020_83_3_1_13,Vàng anh,Vang anh,Saraca dives,115,36.62420382,14,0,0,0,0,0,A,105.1188331,20.95812972,Same stump with 12,Same stump with 12,15.13816123,586.8770587,559.4166627,559.4166627
13,2020,83,3,1,14,83_3_1_14,2020_83_3_1_14,Gội,Goi,Amoora gigantea,130,41.40127389,18,0,0,0,0,0,C,105.1188404,20.95814237,0,0,15.81078467,781.1352784,845.7762407,845.7762407
14,2020,83,3,1,15,83_3_1_15,2020_83_3_1_15,Chìa vôi,Chia voi,Cissus modeccoides,47,14.96815287,16,0,0,0,0,0,A,105.1188401,20.95806204,0,0,10.44669603,70.464286,91.51220459,91.51220459
15,2020,83,3,1,16,83_3_1_16,2020_83_3_1_16,Vàng anh,Vang anh,Saraca dives,101,32.1656051,15,0,0,0,0,0,A,105.1187998,20.95806369,0,0,14.43340149,433.1400009,443.4870051,443.4870051
16,2020,83,3,1,18,83_3_1_18,2020_83_3_1_18,Gội,Goi,Amoora gigantea,62,19.74522293,10,0,0,0,0,0,A,105.1187835,20.95803705,0,0,11.85585365,136.7913607,123.2339734,123.2339734
17,2020,83,3,1,19,83_3_1_19,2020_83_3_1_19,Thị,Thi,Ebennaceae,58,18.47133758,13.5,0,0,0,0,0,C,105.1188046,20.95804571,0,0,11.51284253,116.6780219,128.6428523,128.6428523
18,2020,83,3,1,21,83_3_1_21,2020_83_3_1_21,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,27,8.598726115,7,0,0,0,0,0,A,105.1188202,20.95803422,0,0,7.757514162,18.18098913,17.07097017,17.07097017
19,2020,83,3,1,22,83_3_1_22,2020_83_3_1_22,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,23.5,7.484076433,7,0,0,0,0,0,B,105.1188364,20.95803548,0,0,7.11393824,12.85415458,12.72753881,12.72753881
20,2020,83,3,1,23,83_3_1_23,2020_83_3_1_23,Mì chính,Mi chinh,Khongbiet,27,8.598726115,6.5,0,0,0,0,0,A,105.1188332,20.9580165,0,0,7.757514162,18.18098913,16.31269717,16.31269717
21,2020,83,3,1,24,83_3_1_24,2020_83_3_1_24,Máu chó,Mau cho,Knema tonkinensis,45,14.33121019,9,0,0,0,0,0,A,105.1188074,20.95801119,0,0,10.22924463,63.44967767,58.65977776,58.65977776
22,2020,83,3,1,25,83_3_1_25,2020_83_3_1_25,Thị,Thi,Ebennaceae,43,13.69426752,11,0,0,0,0,0,A,105.1187977,20.95800686,0,0,10.00303636,56.84868616,60.25837999,60.25837999
23,2020,83,3,1,26,83_3_1_26,2020_83_3_1_26,Thừng mực,Thung muc,Wrightia tomentosa,70,22.29299363,12,0,0,0,0,0,B,105.118797,20.9580018,0,0,12.48591035,182.5194174,178.1311467,178.1311467
24,2020,83,3,1,27,83_3_1_27,2020_83_3_1_27,Thị,Thi,Ebennaceae,120,38.21656051,18.5,0,0,0,0,0,A,105.1187904,20.95800777,0,0,15.37089031,648.1838067,726.1661364,726.1661364
25,2020,83,3,1,28,83_3_1_28,2020_83_3_1_28,Thị,Thi,Ebennaceae,41,13.05732484,13,0,0,0,0,0,A,105.1187835,20.95797949,0,0,9.767307033,50.65551804,60.36072897,60.36072897
26,2020,83,3,1,29,83_3_1_29,2020_83_3_1_29,Bứa,Bua,Garcinia oblongifolia,56.5,17.99363057,12,0,0,0,0,0,A,105.1187631,20.95798927,0,0,11.37871315,109.5981627,113.2292383,113.2292383
27,2020,83,3,1,30,83_3_1_30,2020_83_3_1_30,Sung,Sung,KhongcotrongDS,31,9.872611465,8,0,0,0,0,0,A,105.1187674,20.9580133,0,0,8.410336868,30.15551151,28.72458235,28.72458235
28,2020,83,3,1,34,83_3_1_34,2020_83_3_1_34,Vàng anh,Vang anh,Saraca dives,70,22.29299363,13,0,0,0,0,0,A,105.1187453,20.95805452,0,0,12.48591035,182.5194174,187.090834,187.090834
29,2020,83,3,1,35,83_3_1_35,2020_83_3_1_35,Thị,Thi,Ebennaceae,54,17.19745223,13,0,0,0,0,0,B,105.1187381,20.95806021,0,0,11.14790044,98.35148193,108.0700865,108.0700865
30,2020,83,3,1,36,83_3_1_36,2020_83_3_1_36,Vàng anh,Vang anh,Saraca dives,50.5,16.08280255,14,0,0,0,0,0,A,105.1187177,20.95806203,0,0,10.80815094,83.75178986,98.15043115,98.15043115
31,2020,83,3,1,37,83_3_1_37,2020_83_3_1_37,Thị,Thi,Ebennaceae,40,12.7388535,9,0,0,0,0,0,A,105.1186928,20.95807109,0,0,9.645604666,47.70999455,45.72598387,45.72598387
32,2020,83,3,1,38,83_3_1_38,2020_83_3_1_38,Vàng anh,Vang anh,Saraca dives,102,32.48407643,16,0,0,0,0,0,A,105.118683,20.95808347,0,0,14.4866188,443.2584642,471.1010923,471.1010923
33,2020,83,3,1,39,83_3_1_39,2020_83_3_1_39,Vàng anh,Vang anh,Saraca dives,35,11.14649682,8.5,0,0,0,0,0,A,105.1186754,20.95807255,0,0,8.9936281,34.46141527,33.28912272,33.28912272
34,2020,83,3,1,40,83_3_1_40,2020_83_3_1_40,Thị,Thi,Ebennaceae,40.5,12.89808917,12.5,0,0,0,0,0,A,105.1186683,20.95808394,0,0,9.70678765,49.17024774,57.41718793,57.41718793
35,2020,83,3,1,41,83_3_1_41,2020_83_3_1_41,Vàng anh,Vang anh,Saraca dives,60,19.10828025,16,0,0,0,0,0,A,105.1186567,20.95808467,0,0,11.68691786,126.509062,153.3771742,153.3771742
36,2020,83,3,1,42,83_3_1_42,2020_83_3_1_42,Thừng mực,Thung muc,Wrightia tomentosa,64.4,20.50955414,12,0,0,0,0,0,B,105.118668,20.95805421,0,0,12.05221926,149.7319675,149.333884,149.333884
37,2020,83,3,1,43,83_3_1_43,2020_83_3_1_43,Chò chỉ,Cho chi,Parashorea chinensis,25,7.961783439,8,0,0,0,0,0,A,105.1186965,20.95804804,0,0,7.399178236,15.00860867,15.74448676,15.74448676
38,2020,83,3,1,44,83_3_1_44,2020_83_3_1_44,Bứa,Bua,Garcinia oblongifolia,115,36.62420382,16,0,0,0,0,0,A,105.1186866,20.95802808,0,0,15.13816123,586.8770587,607.1419774,607.1419774
39,2020,83,3,1,45,83_3_1_45,2020_83_3_1_45,Thị,Thi,Ebennaceae,34.5,10.98726115,8.5,0,0,0,0,0,A,105.1187004,20.95801569,0,0,8.924004688,33.26967328,32.29141471,32.29141471
40,2020,83,3,1,48,83_3_1_48,2020_83_3_1_48,Táu,Tau,Vatica thorelii,32,10.1910828,7,0,0,0,0,0,A,105.1186704,20.95797478,0,0,8.562058654,27.66529938,24.45126255,24.45126255
41,2020,83,3,1,49,83_3_1_49,2020_83_3_1_49,Sồi,Soi,Khongbiet,120,38.21656051,19,0,0,0,0,0,A,105.1186768,20.9579746,0,0,15.37089031,648.1838067,738.1367673,738.1367673
42,2020,83,3,1,50,83_3_1_50,2020_83_3_1_50,Gió rừng,Gio rung,KhongcotrongDS,20,6.369426752,6.5,0,0,0,0,0,A,105.118727,20.95797393,0,0,6.382895083,9.839443084,10.01484659,10.01484659
43,2020,83,3,1,51,83_3_1_51,2020_83_3_1_51,Ngát,Ngat,Gironniera nervosa,31,9.872611465,7,0,0,0,0,0,B,105.1187115,20.9581505,0,0,8.410336868,25.58676067,22.8634532,22.8634532
44,2020,83,3,2,2,83_3_2_2,2020_83_3_2_2,Trám,Tram,Bruseraceae,120,38.21656051,0,0,0,0,0,0,A,105.1188645,20.95813304,0,0,15.37089031,648.1838067,0,648.1838067
45,2020,83,3,2,3,83_3_2_3,2020_83_3_2_3,Bứa,Bua,Garcinia oblongifolia,45,14.33121019,0,0,0,0,0,0,A,105.1188742,20.95812752,0,0,10.22924463,63.44967767,0,63.44967767
46,2020,83,3,2,4,83_3_2_4,2020_83_3_2_4,Thị,Thi,Ebennaceae,29,9.23566879,0,0,0,0,0,0,A,105.1189117,20.95812045,0,0,8.093677219,21.70421245,0,21.70421245
47,2020,83,3,2,5,83_3_2_5,2020_83_3_2_5,Trám,Tram,Bruseraceae,46,14.64968153,0,0,0,0,0,0,B,105.1189123,20.95812678,0,0,10.33902084,66.90492617,0,66.90492617
48,2020,83,3,2,6,83_3_2_6,2020_83_3_2_6,Vàng anh,Vang anh,Saraca dives,29,9.23566879,0,0,0,0,0,0,A,105.1189118,20.95813039,0,0,8.093677219,21.70421245,0,21.70421245
49,2020,83,3,2,7,83_3_2_7,2020_83_3_2_7,Vàng anh,Vang anh,Saraca dives,24.5,7.802547771,0,0,0,0,0,0,A,105.1188985,20.95813067,0,0,7.305762602,14.26928769,0,14.26928769
50,2020,83,3,2,8,83_3_2_8,2020_83_3_2_8,Vàng anh,Vang anh,Saraca dives,90.5,28.82165605,0,0,0,0,0,0,B,105.1188724,20.95814984,0,0,13.84354203,334.7338207,0,334.7338207
51,2020,83,3,2,9,83_3_2_9,2020_83_3_2_9,Sui,Sui,Antiaris toxicaria (Pers.) Lesch,47,14.96815287,0,0,0,0,0,0,A,105.1188889,20.95814477,0,0,10.44669603,70.464286,0,70.464286
52,2020,83,3,2,10,83_3_2_10,2020_83_3_2_10,Sui,Sui,Antiaris toxicaria (Pers.) Lesch,53,16.87898089,0,0,0,0,0,0,A,105.1188916,20.95814378,0,0,11.05288715,94.04464888,0,94.04464888
53,2020,83,3,2,11,83_3_2_11,2020_83_3_2_11,Chìa vôi,Chia voi,Cissus modeccoides,45,14.33121019,0,0,0,0,0,0,A,105.1190171,20.95813221,0,0,10.22924463,63.44967767,0,63.44967767
54,2020,83,3,2,13,83_3_2_13,2020_83_3_2_13,Vàng anh,Vang anh,Saraca dives,25,7.961783439,0,0,0,0,0,0,A,105.1189685,20.95809421,0,0,7.399178236,15.00860867,0,15.00860867
55,2020,83,3,2,14,83_3_2_14,2020_83_3_2_14,Thị,Thi,Ebennaceae,32,10.1910828,0,0,0,0,0,0,B,105.118954,20.95809015,0,0,8.562058654,27.66529938,0,27.66529938
56,2020,83,3,2,15,83_3_2_15,2020_83_3_2_15,Vàng anh,Vang anh,Saraca dives,96,30.57324841,0,0,0,0,0,0,A,105.1190082,20.95809264,0,0,14.15987042,384.505144,0,384.505144
57,2020,83,3,2,16,83_3_2_16,2020_83_3_2_16,Sâng,Sang,Pometia pinnata,25,7.961783439,0,0,0,0,0,0,A,105.119023,20.95809679,0,0,7.399178236,15.00860867,0,15.00860867
58,2020,83,3,2,17,83_3_2_17,2020_83_3_2_17,Thị,Thi,Ebennaceae,25,7.961783439,0,0,0,0,0,0,A,105.1190062,20.95808659,0,0,7.399178236,15.00860867,0,15.00860867
59,2020,83,3,2,19,83_3_2_19,2020_83_3_2_19,Vàng anh,Vang anh,Saraca dives,54,17.19745223,0,0,0,0,0,0,A,105.1189693,20.9580783,0,0,11.14790044,98.35148193,0,98.35148193
60,2020,83,3,2,21,83_3_2_21,2020_83_3_2_21,Thị,Thi,Ebennaceae,57,18.15286624,0,0,0,0,0,0,A,105.1189981,20.95806988,0,0,11.42377425,111.9303146,0,111.9303146
61,2020,83,3,2,22,83_3_2_22,2020_83_3_2_22,Thị,Thi,Ebennaceae,105,33.43949045,0,0,0,0,0,0,A,105.1190024,20.95806961,0,0,14.64345582,474.4033159,0,474.4033159
62,2020,83,3,2,23,83_3_2_23,2020_83_3_2_23,Thị,Thi,Ebennaceae,27,8.598726115,0,0,0,0,0,0,A,105.1190274,20.95806462,0,0,7.757514162,18.18098913,0,18.18098913
63,2020,83,3,2,24,83_3_2_24,2020_83_3_2_24,Xương cá,Xuong ca,Canthium diccocum (Gagnep) T et B,64,20.38216561,0,0,0,0,0,0,A,105.1190129,20.95803671,0,0,12.01995442,147.5293181,0,147.5293181
64,2020,83,3,2,25,83_3_2_25,2020_83_3_2_25,Thị,Thi,Ebennaceae,36,11.46496815,0,0,0,0,0,0,A,105.1190078,20.95803725,0,0,9.13029857,36.91665783,0,36.91665783
65,2020,83,3,2,27,83_3_2_27,2020_83_3_2_27,Bông bét,Bong bet,KhongcotrongDS,122,38.85350318,0,0,0,0,0,0,B,105.119007,20.95802768,0,0,15.4614971,781.5045623,0,781.5045623
66,2020,83,3,2,28,83_3_2_28,2020_83_3_2_28,Thị,Thi,Ebennaceae,47,14.96815287,0,0,0,0,0,0,B,105.1189797,20.95804279,0,0,10.44669603,70.464286,0,70.464286
67,2020,83,3,2,29,83_3_2_29,2020_83_3_2_29,Thị,Thi,Ebennaceae,30,9.554140127,0,0,0,0,0,0,A,105.1189591,20.95804759,0,0,8.254297381,23.60006028,0,23.60006028
68,2020,83,3,2,31,83_3_2_31,2020_83_3_2_31,Thị,Thi,Ebennaceae,33,10.50955414,0,0,0,0,0,0,B,105.1189127,20.95805232,0,0,8.709703458,29.83663572,0,29.83663572
69,2020,83,3,2,32,83_3_2_32,2020_83_3_2_32,Mì chính,Mi chinh,Khongbiet,26,8.280254777,0,0,0,0,0,0,A,105.1189043,20.95805449,0,0,7.581306012,16.55149418,0,16.55149418
70,2020,83,3,2,33,83_3_2_33,2020_83_3_2_33,Máu chó,Mau cho,Knema tonkinensis,39,12.42038217,0,0,0,0,0,0,A,105.1188678,20.9580444,Same stump with 34,Same stump with 34,9.521186281,44.86414832,0,44.86414832
71,2020,83,3,2,34,83_3_2_34,2020_83_3_2_34,Máu chó,Mau cho,Knema tonkinensis,34,10.82802548,0,0,0,0,0,0,A,105.1188696,20.95804413,Same stump with 33,Same stump with 33,8.853492196,32.10170408,0,32.10170408
72,2020,83,3,2,35,83_3_2_35,2020_83_3_2_35,Vàng anh,Vang anh,Saraca dives,77,24.52229299,0,0,0,0,0,0,B,105.1188839,20.95804077,0,0,12.98591646,228.718422,0,228.718422
73,2020,83,3,2,36,83_3_2_36,2020_83_3_2_36,Sung,Sung,KhongcotrongDS,47,14.96815287,0,0,0,0,0,0,A,105.1188921,20.95802975,0,0,10.44669603,83.59901673,0,83.59901673
74,2020,83,3,2,37,83_3_2_37,2020_83_3_2_37,Thị,Thi,Ebennaceae,156,49.68152866,0,0,0,0,0,0,C,105.1188962,20.95802251,0,0,16.82327958,1193.180739,0,1193.180739
75,2020,83,3,2,38,83_3_2_38,2020_83_3_2_38,Vàng anh,Vang anh,Saraca dives,41,13.05732484,0,0,0,0,0,0,B,105.1189285,20.95803821,0,0,9.767307033,50.65551804,0,50.65551804
76,2020,83,3,2,39,83_3_2_39,2020_83_3_2_39,Thị,Thi,Ebennaceae,23,7.324840764,0,0,0,0,0,0,C,105.1189384,20.95803053,0,0,7.015403741,12.17804084,0,12.17804084
77,2020,83,3,2,41,83_3_2_41,2020_83_3_2_41,Thị,Thi,Ebennaceae,111,35.35031847,0,0,0,0,0,0,A,105.1188886,20.9580077,0,0,14.94519655,540.2770154,0,540.2770154
78,2020,83,3,2,42,83_3_2_42,2020_83_3_2_42,Vàng anh,Vang anh,Saraca dives,101,32.1656051,0,0,0,0,0,0,B,105.1188824,20.95800572,0,0,14.43340149,433.1400009,0,433.1400009
79,2020,83,3,2,43,83_3_2_43,2020_83_3_2_43,Thị,Thi,Ebennaceae,28.5,9.076433121,0,0,0,0,0,0,A,105.1188829,20.95800861,0,0,8.011560429,20.79004256,0,20.79004256
80,2020,83,3,2,44,83_3_2_44,2020_83_3_2_44,Thị,Thi,Ebennaceae,54,17.19745223,0,0,0,0,0,0,A,105.1188705,20.95801648,0,0,11.14790044,98.35148193,0,98.35148193
81,2020,83,3,2,45,83_3_2_45,2020_83_3_2_45,Thị,Thi,Ebennaceae,26,8.280254777,0,0,0,0,0,0,A,105.1188783,20.95802325,0,0,7.581306012,16.55149418,0,16.55149418
82,2020,83,3,2,46,83_3_2_46,2020_83_3_2_46,Sung,Sung,KhongcotrongDS,45,14.33121019,0,0,0,0,0,0,A,105.1188882,20.95801466,0,0,10.22924463,75.26848051,0,75.26848051
83,2020,83,3,2,49,83_3_2_49,2020_83_3_2_49,Thị,Thi,Ebennaceae,40,12.7388535,0,0,0,0,0,0,A,105.1189171,20.95798871,0,0,9.645604666,47.70999455,0,47.70999455
84,2020,83,3,2,50,83_3_2_50,2020_83_3_2_50,Sấu,Sau,Dracontomelon duperreanum,118,37.57961783,0,0,0,0,0,0,A,105.1188562,20.95797881,0,0,15.27888635,623.2513059,0,623.2513059
85,2020,83,3,2,51,83_3_2_51,2020_83_3_2_51,Vàng anh,Vang anh,Saraca dives,30,9.554140127,0,0,0,0,0,0,A,105.1190079,20.95801765,0,0,8.254297381,23.60006028,0,23.60006028
86,2020,83,3,2,52,83_3_2_52,2020_83_3_2_52,Kẹn,Ken,Aesculus assamica,38.5,12.2611465,0,0,0,0,0,0,A,105.1189849,20.95801775,0,0,9.457918696,43.4783571,0,43.4783571
87,2020,83,3,2,54,83_3_2_54,2020_83_3_2_54,Vàng anh,Vang anh,Saraca dives,29.5,9.394904459,0,0,0,0,0,0,A,105.1189795,20.95800646,0,0,8.174577264,22.64084248,0,22.64084248
88,2020,83,3,2,55,83_3_2_55,2020_83_3_2_55,Táu,Tau,Vatica thorelii,81,25.79617834,0,0,0,0,0,0,A,105.1190156,20.95798448,0,0,13.25342056,257.7768477,0,257.7768477
89,2020,83,3,2,56,83_3_2_56,2020_83_3_2_56,Xoan đào,Xoan dao,Prunus arborea (Bl.) Kalkm,150,47.77070064,0,0,0,0,0,0,A,105.1190343,20.95798736,0,0,16.60425803,1089.418787,0,1089.418787
90,2020,83,3,2,57,83_3_2_57,2020_83_3_2_57,Thị,Thi,Ebennaceae,45,14.33121019,0,0,0,0,0,0,A,105.119034,20.95799025,0,0,10.22924463,63.44967767,0,63.44967767
91,2020,83,3,2,58,83_3_2_58,2020_83_3_2_58,Vàng nghệ,Vang nghe,Garcinia hanburyi,125,39.8089172,0,0,0,0,0,0,A,105.1189641,20.95800458,0,0,15.59488121,712.9237943,0,712.9237943
92,2020,83,3,2,59,83_3_2_59,2020_83_3_2_59,Thị,Thi,Ebennaceae,31,9.872611465,0,0,0,0,0,0,A,105.1189449,20.9579895,0,0,8.410336868,25.58676067,0,25.58676067
93,2020,83,3,2,60,83_3_2_60,2020_83_3_2_60,Sảng,Sang,Sterculia lanceolata,57,18.15286624,0,0,0,0,0,0,C,105.1189617,20.95799789,0,0,11.42377425,111.9303146,0,111.9303146
94,2020,83,3,2,61,83_3_2_61,2020_83_3_2_61,Táu,Tau,Vatica thorelii,20,6.369426752,0,0,0,0,0,0,A,105.1189619,20.95799256,0,0,6.382895083,8.55175198,0,8.55175198
95,2020,83,3,2,62,83_3_2_62,2020_83_3_2_62,Thị,Thi,Ebennaceae,26,8.280254777,0,0,0,0,0,0,A,105.1189635,20.95798063,0,0,7.581306012,16.55149418,0,16.55149418
96,2020,83,3,2,63,83_3_2_63,2020_83_3_2_63,Chò chỉ,Cho chi,Parashorea chinensis,173,55.0955414,0,0,0,0,0,0,B,105.1189576,20.95797259,0,0,17.40403889,1516.152715,0,1516.152715
97,2020,83,3,3,1,83_3_3_1,2020_83_3_3_1,Bứa,Bua,Garcinia oblongifolia,30,9.554140127,8,0,0,0,0,0,A,105.1190601,20.9581461,0,0,8.254297381,23.60006028,23.15159983,23.15159983
98,2020,83,3,3,2,83_3_3_2,2020_83_3_3_2,Gội,Goi,Amoora gigantea,81.5,25.95541401,14,0,0,0,0,0,A,105.1190695,20.95814492,0,0,13.28601097,261.547065,270.0770717,270.0770717
99,2020,83,3,3,3,83_3_3_3,2020_83_3_3_3,Vàng anh,Vang anh,Saraca dives,66.5,21.17834395,12,0,0,0,0,0,A,105.119091,20.95814355,0,0,12.2187022,161.5990483,159.8194913,159.8194913
100,2020,83,3,3,4,83_3_3_4,2020_83_3_3_4,Thị,Thi,Ebennaceae,22.5,7.165605096,6,0,0,0,0,0,A,105.119095,20.95812864,0,0,6.915031061,11.52269006,10.56235178,10.56235178
101,2020,83,3,3,5,83_3_3_5,2020_83_3_3_5,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,43.5,13.85350318,8,0,0,0,0,0,B,105.1191048,20.95811137,0,0,10.0604495,58.46047048,50.79746716,50.79746716
102,2020,83,3,3,6,83_3_3_6,2020_83_3_3_6,Tay ma,Tay ma,Khongbiet,31,9.872611465,9.5,0,0,0,0,0,B,105.1191081,20.95809239,0,0,8.410336868,25.58676067,27.57112956,27.57112956
103,2020,83,3,3,7,83_3_3_7,2020_83_3_3_7,Vàng anh,Vang anh,Saraca dives,140,44.58598726,20,0,0,0,0,0,A,105.1191244,20.95813467,"Same stump with 8,9","Same stump with 8,9",16.22058812,928.1195204,1055.294238,1055.294238
104,2020,83,3,3,8,83_3_3_8,2020_83_3_3_8,Vàng anh,Vang anh,Saraca dives,60,19.10828025,10.5,0,0,0,0,0,A,105.1191261,20.9581344,"Same stump with 7,9","Same stump with 7,9",11.68691786,126.509062,118.4693294,118.4693294
105,2020,83,3,3,9,83_3_3_9,2020_83_3_3_9,Vàng anh,Vang anh,Saraca dives,61,19.42675159,11,0,0,0,0,0,C,105.1191247,20.95813322,"Same stump with 8,7, Broken on top","Same stump with 8,7, Broken on top",11.7720085,131.5935262,126.2332887,126.2332887
106,2020,83,3,3,10,83_3_3_10,2020_83_3_3_10,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,28,8.917197452,8.5,0,0,0,0,0,A,105.1191241,20.95814786,0,0,7.928188307,19.89820332,20.76620106,20.76620106
107,2020,83,3,3,11,83_3_3_11,2020_83_3_3_11,Chìa vôi,Chia voi,Cissus modeccoides,21,6.687898089,8.5,0,0,0,0,0,A,105.1191522,20.95813366,0,0,6.602136504,9.679622886,11.30151366,11.30151366
108,2020,83,3,3,12,83_3_3_12,2020_83_3_3_12,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,44,14.01273885,9,0,0,0,0,0,B,105.1191407,20.95811189,0,0,10.11728059,60.09783671,55.93714666,55.93714666
109,2020,83,3,3,13,83_3_3_13,2020_83_3_3_13,Gội,Goi,Amoora gigantea,49,15.60509554,9.6,0,0,0,0,0,A,105.1191675,20.95813843,0,0,10.65606525,77.89809162,73.0697581,73.0697581
110,2020,83,3,3,14,83_3_3_14,2020_83_3_3_14,Sơn,Son,KhongcotrongDS,29,9.23566879,9,0,0,0,0,0,A,105.1191865,20.95814402,0,0,8.093677219,25.51925041,28.29236337,28.29236337
111,2020,83,3,3,15,83_3_3_15,2020_83_3_3_15,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,24,7.643312102,9,0,0,0,0,0,B,105.1191901,20.95813779,0,0,7.21070298,13.55118615,15.52377441,15.52377441
112,2020,83,3,3,16,83_3_3_16,2020_83_3_3_16,Chìa vôi,Chia voi,Cissus modeccoides,23,7.324840764,6.5,0,0,0,0,0,A,105.1191827,20.95808909,0,0,7.015403741,12.17804084,11.62143381,11.62143381
113,2020,83,3,3,17,83_3_3_17,2020_83_3_3_17,Vàng anh,Vang anh,Saraca dives,100,31.84713376,11,0,0,0,0,0,A,105.1191916,20.95807264,0,0,14.37970037,423.1525199,359.0528364,359.0528364
114,2020,83,3,3,19,83_3_3_19,2020_83_3_3_19,Sung,Sung,KhongcotrongDS,30,9.554140127,7,0,0,0,0,0,A,105.1192173,20.95804361,0,0,8.254297381,27.78314459,23.67068271,23.67068271
115,2020,83,3,3,20,83_3_3_20,2020_83_3_3_20,Chìa vôi,Chia voi,Cissus modeccoides,26.5,8.439490446,8.5,0,0,0,0,0,A,105.1191563,20.95806977,0,0,7.670125017,17.35534528,18.48364523,18.48364523
116,2020,83,3,3,21,83_3_3_21,2020_83_3_3_21,Gội,Goi,Amoora gigantea,24,7.643312102,8,0,0,0,0,0,A,105.1191498,20.95807881,0,0,7.21070298,13.55118615,14.44227837,14.44227837
117,2020,83,3,3,23,83_3_3_23,2020_83_3_3_23,Kẹn,Ken,Aesculus assamica,31,9.872611465,7,0,0,0,0,0,B,105.119147,20.9580527,0,0,8.410336868,25.58676067,22.8634532,22.8634532
118,2020,83,3,3,24,83_3_3_24,2020_83_3_3_24,Vàng anh,Vang anh,Saraca dives,110,35.03184713,14,0,0,0,0,0,B,105.1191488,20.95804529,Same stump with 25,Same stump with 25,14.89596023,528.9639282,509.2239904,509.2239904
119,2020,83,3,3,25,83_3_3_25,2020_83_3_3_25,Vàng anh,Vang anh,Saraca dives,36.5,11.62420382,9,0,0,0,0,0,A,105.1191508,20.95804547,Same stump with 24,Same stump with 24,9.197388899,38.18037523,37.67589162,37.67589162
120,2020,83,3,3,26,83_3_3_26,2020_83_3_3_26,Gió rừng,Gio rung,KhongcotrongDS,25,7.961783439,9,0,0,0,0,0,A,105.1191931,20.95801264,0,0,7.399178236,17.52697333,21.20194911,21.20194911
121,2020,83,3,3,27,83_3_3_27,2020_83_3_3_27,Sâng,Sang,Pometia pinnata,29.5,9.394904459,8.5,0,0,0,0,0,B,105.1192003,20.9580083,0,0,8.174577264,22.64084248,23.18925783,23.18925783
